X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,X_16,X_17,X_18,X_19,X_20,X_21,X_22,X_23,X_24,X_25,X_26,X_27,X_28,X_29,X_30,X_31,X_32,X_33,X_34,X_35,X_36,X_37,X_38,X_39,X_40,X_41,X_42,X_43,X_44,X_45,X_46,X_47,X_48,X_49,X_50,X_51,X_52,X_53,X_54,X_55,X_56,X_57,X_58,X_59,X_60,X_61,X_62,X_63,X_64,X_65,X_66,X_67,X_68,X_69,X_70,X_71,X_72,X_73,X_74,X_75,X_76,X_77,X_78,X_79,X_80,X_81,X_82,X_83,X_84,X_85,X_86,X_87,X_88,X_89,X_90,X_91,Y,group_type,cost
9,36,534.0,0.0,102005.0,62.0,0.0,0.0,45.0,1.0,1.0,20.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,10.0,0.0,17.0,0.0,36.0,0.0,0.0,2.0,3.0,0.0,1.0,5.0,10.0,17.0,36.0,0.0,2.0,4.0,25.0,0.0,9.0,-99999.0,3.0,22.0,22.0,-1.0,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,17.5,9.0,0.0,双子座,龙,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,22.32,22.32,4.0,0.0,0.0,0.0,未知,-9999.0,0.0,4.0,7.5833330000000005,乐陵市,0.0,1.0,1.0,0.0,-9999.0,3.0,-9999.0,-9999.0,0.03292723081988805,treatment1,0
16,33,28.0,1.0,102006.0,65.0,0.0,0.0,24.0,0.0,0.0,19.0,0.0,1.0,0.0,6.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,15.0,0.0,33.0,0.0,1.0,6.0,6.0,2.0,2.0,2.0,15.0,33.0,6.0,6.0,5.0,23.0,6.0,16.0,-99999.0,3.0,20.0,21.0,-1.0,-1,-1.0,0.0,0.0,0.0,4.0,2.0,0.0,-1.0,42.0,0.0,16.0,天秤座,牛,0.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,0.0,0.0,39.68,39.68,4.0,0.0,0.0,0.0,未知,-9999.0,0.0,4.0,9.0,彭州市,0.0,1.0,2.0,0.0,5.0,1.0,-9999.0,-9999.0,0.0658544616397761,treatment1,0
9,80,546.0,1.0,102006.0,65.0,0.0,0.0,21.0,0.0,4.0,64.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,80.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,71.0,80.0,4.0,4.0,5.0,54.0,15.0,9.0,-99999.0,3.0,9.0,16.0,-1.0,-1,-1.0,0.0,0.0,0.0,0.0,3.0,0.0,-1.0,4.2,0.0,9.0,金牛座,龙,3.0,4.0,0.0,2.0,2.0,0.0,0.0,10.0,0.0,0.0,39.06,39.06,4.0,1.0,5.0,0.0,未知,-9999.0,0.0,5.0,9.0,东营市,0.0,1.0,1.0,0.0,3.0,1.0,4.0,1.0,0.29618044122489307,treatment1,0
10,22,839.0,1.0,102006.0,65.0,0.0,1.0,16.0,0.0,1.0,4.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,3.0,1.0,8.0,1.0,21.0,0.0,2.0,2.0,1.0,0.0,7.0,3.0,9.0,22.0,0.0,1.0,4.0,10.0,0.0,10.0,-99999.0,3.0,20.0,20.0,-1.0,-1,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,17.9,0.0,10.0,白羊座,鸡,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,24.8,24.8,4.0,0.0,6.0,0.0,未知,-9999.0,0.0,3.0,7.816667,剑阁县,0.0,1.0,2.0,0.0,-9999.0,6.0,-9999.0,-9999.0,0.0658544616397761,treatment4,0
5,34,1558.0,1.0,102005.0,65.0,0.0,1.0,38.0,0.0,0.0,14.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,0.0,34.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,29.0,34.0,10.0,4.0,4.0,32.0,0.0,5.0,-99999.0,3.0,5.0,5.0,-1.0,-1,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,12.0,0.0,5.0,射手座,猪,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.2,0.0,12.4,12.4,4.0,0.0,0.0,0.0,未知,-9999.0,0.0,4.0,2.333333,临泉县,0.0,1.0,2.0,0.0,-9999.0,2.0,-9999.0,-9999.0,0.03292723081988805,treatment4,0
7,10,533.0,1.0,102005.0,65.0,0.0,0.0,27.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,9.0,0.0,0.0,5.0,2.0,0.0,0.0,3.0,10.0,0.0,0.0,6.0,8.0,0.0,7.0,-99999.0,3.0,7.0,7.0,-1.0,-1,-1.0,0.0,0.0,0.0,5.0,0.0,0.0,-1.0,27.8,0.0,7.0,狮子座,狗,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,17.36,17.36,4.0,0.0,0.0,0.0,未知,-9999.0,0.0,6.0,6.466667,淄博市,0.0,1.0,1.0,0.0,-9999.0,6.0,-9999.0,-9999.0,0.04939084622983207,treatment4,0
0,3,757.0,1.0,102005.0,65.0,0.0,0.0,21.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10.0,0.0,8.0,2.0,0.0,0.0,-99999.0,3.0,1.0,1.0,-1.0,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,狮子座,龙,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,-9999.0,0.0,8.0,0.333333,佛山市,0.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,0.03292723081988805,treatment2,0
14,44,530.0,10.0,102005.0,61.0,0.0,0.0,28.0,0.0,4.0,32.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,26.0,0.0,44.0,0.0,0.0,2.0,3.0,3.0,0.0,6.0,6.0,26.0,44.0,0.0,2.0,4.0,30.0,0.0,14.0,-99999.0,3.0,43.0,44.0,-1.0,-1,-1.0,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,32.9,14.0,0.0,天秤座,鸡,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,34.72,34.72,4.0,0.0,0.0,0.0,未知,-9999.0,0.0,4.0,21.4,巨野县,0.0,1.0,1.0,0.0,-9999.0,3.0,-9999.0,-9999.0,0.08231807704972012,treatment2,0
13,81,593.0,1.0,102005.0,65.0,0.0,0.0,21.0,0.0,1.0,77.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,2.0,0.0,3.0,0.0,66.0,0.0,81.0,7.0,0.0,0.0,3.0,7.0,2.0,3.0,66.0,81.0,0.0,0.0,6.0,64.0,0.0,13.0,-99999.0,3.0,36.0,54.0,-1.0,-1,-1.0,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,32.0,0.0,13.0,射手座,龙,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,32.24,32.24,4.0,0.0,0.0,0.0,未知,-9999.0,1.0,6.0,28.483333000000002,霞浦县,0.0,1.0,1.0,0.0,-9999.0,4.0,0.0,0.0,0.03292723081988805,treatment4,0
22,22,452.0,0.0,102005.0,62.0,0.0,1.0,17.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0,14.0,4.0,4.0,0.0,0.0,0.0,22.0,0.0,6.0,5.0,18.0,0.0,22.0,-99999.0,3.0,22.0,22.0,-1.0,-1,-1.0,0.0,0.0,0.0,3.0,3.0,0.0,-1.0,63.0,22.0,0.0,双子座,猴,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,67.7,67.7,4.0,0.0,0.0,0.0,未知,-9999.0,0.0,5.0,10.5,富拉尔基区,0.0,1.0,1.0,0.0,-9999.0,1.0,-9999.0,-9999.0,0.08231807704972012,treatment2,0
7,233,1755.0,1.0,102005.0,65.0,0.0,0.0,34.0,0.0,9.0,61.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,224.0,0.0,233.0,0.0,1.0,2.0,4.0,1.0,0.0,2.0,224.0,233.0,10.0,2.0,4.0,168.0,0.0,7.0,-99999.0,-1.0,12.0,26.0,-1.0,-1,-1.0,0.0,0.0,0.0,3.0,1.0,0.0,-1.0,16.0,0.0,7.0,处女座,兔,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,1.5,0.0,17.36,17.36,4.0,0.0,3.0,0.0,未知,-9999.0,0.0,3.0,25.583333,贵港市,0.0,1.0,1.0,0.0,-9999.0,1.0,-9999.0,-9999.0,0.03292723081988805,treatment1,0
0,1,393.0,1.0,102005.0,65.0,0.0,0.0,34.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,8.0,1.0,0.0,0.0,-99999.0,3.0,1.0,1.0,-1.0,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,水瓶座,兔,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,-9999.0,0.0,8.0,0.5,濮阳县,0.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,0.04939084622983207,treatment4,0
0,53,1755.0,1.0,102005.0,65.0,0.0,0.0,35.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,52.0,0.0,53.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,53.0,10.0,0.0,8.0,45.0,0.0,0.0,-99999.0,3.0,2.0,2.0,-1.0,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,白羊座,虎,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,南宁市,0.0437,0.0,8.0,1.666667,贵港市,0.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,0.057622653934804084,treatment2,0
0,2,539.0,1.0,102005.0,65.0,0.0,0.0,24.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,8.0,2.0,0.0,0.0,-99999.0,3.0,2.0,2.0,-1.0,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,白羊座,牛,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,-9999.0,0.0,8.0,1.43,临沂市,0.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,0.03292723081988805,treatment3,0
1,1,561.0,1.0,102005.0,65.0,0.0,0.0,44.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-99999.0,3.0,1.0,1.0,-1.0,-1,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,2.5,0.0,1.0,处女座,蛇,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.48,2.48,4.0,0.0,0.0,0.0,未知,-9999.0,0.0,1.0,0.416667,淮北市,0.0,1.0,2.0,0.0,-9999.0,9.0,-9999.0,-9999.0,0.04115903852486006,treatment2,0
0,212,731.0,1.0,102005.0,65.0,0.0,1.0,31.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,212.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,212.0,10.0,0.0,9.0,159.0,0.0,0.0,-99999.0,-1.0,0.0,21.0,-1.0,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,水瓶座,马,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,-9999.0,0.0,9.0,19.333333,浏阳市,0.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,0.03292723081988805,treatment1,0
1,3,871.0,0.0,102005.0,62.0,0.0,0.0,31.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,10.0,1.0,3.0,2.0,0.0,1.0,-99999.0,3.0,1.0,1.0,-1.0,-1,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,1.0,0.0,双子座,马,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.96,4.96,4.0,0.0,0.0,0.0,未知,-9999.0,0.0,3.0,0.0,昆明市,0.0,1.0,1.0,0.0,-9999.0,7.0,5.0,0.0,0.09878169245966414,treatment2,0
5,16,872.0,1.0,102005.0,65.0,0.0,0.0,31.0,0.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,10.0,0.0,16.0,15.0,0.0,0.0,0.0,3.0,2.0,1.0,10.0,16.0,0.0,0.0,7.0,11.0,0.0,5.0,-99999.0,3.0,14.0,16.0,-1.0,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,14.8,0.0,5.0,天蝎座,马,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,12.4,12.4,4.0,0.0,0.0,0.0,未知,-9999.0,0.0,7.0,7.4566669999999995,大理白族自治州,0.0,1.0,2.0,0.0,-9999.0,5.0,-9999.0,-9999.0,0.0691471847217649,treatment4,0
9,11,871.0,1.0,102005.0,65.0,0.0,0.0,19.0,0.0,0.0,62.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,2.0,11.0,1.0,6.0,5.0,10.0,1.0,9.0,-99999.0,3.0,9.0,9.0,-1.0,-1,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,16.0,0.0,8.0,金牛座,马,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,22.32,22.32,4.0,9.0,0.0,0.0,未知,-9999.0,0.0,5.0,2.666667,昆明市,0.0,1.0,1.0,0.0,-9999.0,2.0,5.0,0.0,0.2798814619690484,treatment1,0
4,12,310.0,1.0,102005.0,65.0,0.0,1.0,34.0,0.0,2.0,20.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,12.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,8.0,12.0,10.0,1.0,4.0,12.0,0.0,4.0,-99999.0,3.0,4.0,4.0,-1.0,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,11.5,0.0,4.0,摩羯座,兔,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.5,0.0,9.92,9.92,4.0,0.0,0.0,0.0,未知,-9999.0,0.0,4.0,1.916667,磁县,0.0,1.0,1.0,0.0,-9999.0,9.0,-9999.0,-9999.0,0.1481725386894962,treatment1,0
20,20,482.0,0.0,102005.0,62.0,0.0,0.0,47.0,0.0,1.0,15.0,1.0,0.0,3.0,0.0,4.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,3.0,4.0,9.0,3.0,1.0,0.0,20.0,0.0,2.0,4.0,12.0,0.0,20.0,-99999.0,3.0,20.0,20.0,-1.0,-1,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,38.0,19.0,0.0,射手座,虎,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,66.34,66.34,4.0,0.0,0.0,0.0,未知,-9999.0,0.0,4.0,8.33,乌兰浩特市,0.0,1.0,3.0,0.0,-9999.0,2.0,-9999.0,-9999.0,0.18109976950938425,treatment2,0
46,411,1832.0,1.0,102005.0,65.0,0.0,1.0,24.0,0.0,75.0,135.0,0.0,4.0,0.0,15.0,0.0,13.0,0.0,10.0,0.0,11.0,0.0,8.0,150.0,208.0,150.0,265.0,0.0,4.0,15.0,13.0,10.0,11.0,8.0,358.0,415.0,10.0,6.0,5.0,283.0,0.0,50.0,-877.0,-1.0,83.0,123.0,-1.0,-1,-1.0,0.0,0.0,0.0,12.0,4.0,0.0,883.0,96.0,0.0,50.0,射手座,牛,0.0,0.0,0.0,0.0,12.0,0.0,0.0,10.0,3.0,0.0,124.0,124.0,2.0,0.0,1.0,0.0,未知,-9999.0,1.0,5.0,57.73,内江市,0.0,1.0,1.0,0.0,-9999.0,1.0,4.0,0.0,0.1317089232795522,treatment3,0
1,1,930.0,1.0,102006.0,65.0,0.0,0.0,50.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,6.0,1.0,0.0,1.0,-99999.0,3.0,1.0,1.0,-1.0,-1,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,2.5,0.0,1.0,金牛座,猪,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.4,0.0,2.48,2.48,4.0,0.0,0.0,0.0,未知,-9999.0,0.0,6.0,0.416667,临夏市,0.0,1.0,2.0,0.0,-9999.0,9.0,-9999.0,-9999.0,0.0740862693447481,treatment4,0
0,0,379.0,1.0,102005.0,65.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,-99999.0,-1.0,0.0,0.0,-1.0,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,金牛座,蛇,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,-9999.0,0.0,10.0,0.0,开封市,0.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,0.04939084622983207,control,0
9,12,24.0,1.0,102005.0,65.0,0.0,0.0,38.0,0.0,7.0,135.0,0.0,2.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,6.0,6.0,0.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,12.0,7.0,1.0,4.0,3.0,3.0,9.0,-99999.0,3.0,11.0,11.0,-1.0,-1,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,18.44,6.0,3.0,射手座,猪,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,25.11,25.11,4.0,0.0,11.0,0.0,未知,-9999.0,18.0,3.0,3.8233330000000003,沈阳市,0.0,1.0,1.0,0.0,8.0,5.0,-9999.0,-9999.0,0.08034244320052683,treatment3,0
24,135,317.0,1.0,102005.0,65.0,0.0,0.0,21.0,0.0,5.0,71.0,0.0,2.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,111.0,0.0,134.0,0.0,2.0,6.0,6.0,0.0,9.0,3.0,111.0,135.0,10.0,3.0,5.0,93.0,0.0,24.0,-99999.0,-1.0,26.0,34.0,-1.0,-1,-1.0,0.0,0.0,0.0,6.0,2.0,0.0,-1.0,49.96,0.0,23.0,天秤座,龙,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,1.5,0.0,59.52,59.52,4.0,0.0,0.0,0.0,未知,-9999.0,0.0,4.0,12.993333,沧州市,0.0,1.0,1.0,0.0,-9999.0,2.0,2.0,0.0,0.112940401712216,treatment2,0
6,120,315.0,10.0,102005.0,61.0,0.0,1.0,23.0,2.0,4.0,137.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,106.0,3.0,116.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,8.0,109.0,120.0,3.0,1.0,3.0,86.0,1.0,6.0,-99999.0,-1.0,25.0,30.0,-1.0,-1,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,16.94,5.0,1.0,天秤座,虎,1.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,17.67,17.67,4.0,0.0,0.0,0.0,未知,-9999.0,0.0,3.0,27.791666999999997,唐山市,0.0,1.0,1.0,0.0,6.0,1.0,-9999.0,-9999.0,0.023378333882120513,treatment3,0
15,70,757.0,10.0,102006.0,61.0,0.0,1.0,44.0,0.0,2.0,24.0,0.0,0.0,3.0,0.0,4.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,55.0,0.0,69.0,0.0,2.0,0.0,3.0,4.0,5.0,3.0,0.0,55.0,70.0,0.0,2.0,4.0,47.0,0.0,15.0,-99999.0,3.0,15.0,15.0,-1.0,-1,-1.0,0.0,0.0,0.0,4.0,0.0,0.0,-1.0,11.0,14.0,0.0,水瓶座,蛇,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,65.1,65.1,4.0,0.0,0.0,0.0,未知,-9999.0,0.0,4.0,9.633333,佛山市,0.0,1.0,1.0,0.0,-9999.0,2.0,-9999.0,-9999.0,0.06322028317418504,treatment2,0
1,1,832.0,10.0,102006.0,61.0,0.0,1.0,17.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,-99999.0,3.0,1.0,1.0,-1.0,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.9,1.0,0.0,处女座,猴,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,2.48,2.48,4.0,0.0,0.0,0.0,未知,-9999.0,0.0,3.0,0.483333,资阳市,0.0,1.0,1.0,0.0,5.0,7.0,-9999.0,-9999.0,0.0,treatment2,0
0,10,576.0,1.0,102005.0,65.0,0.0,0.0,31.0,0.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,8.0,0.0,10.0,8.0,0.0,0.0,-99999.0,3.0,0.0,0.0,-1.0,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,摩羯座,马,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,-9999.0,0.0,8.0,0.583333,杭州市,0.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,0.09878169245966414,treatment4,0
12,278,951.0,1.0,102006.0,65.0,0.0,0.0,40.0,0.0,7.0,131.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,5.0,0.0,265.0,0.0,278.0,4.0,0.0,2.0,1.0,4.0,1.0,5.0,265.0,278.0,7.0,1.0,4.0,194.0,1.0,11.0,-335.0,-1.0,22.0,33.0,-1.0,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,31.26,0.0,11.0,射手座,鸡,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,27.28,27.28,4.0,0.0,0.0,0.0,未知,-9999.0,207.0,3.0,27.726667,银川市,0.0,1.0,1.0,0.0,8.0,1.0,-9999.0,-9999.0,0.04741521238063878,treatment1,0
2,8,573.0,1.0,102005.0,65.0,0.0,1.0,23.0,0.0,1.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,8.0,10.0,2.0,4.0,8.0,0.0,2.0,-99999.0,3.0,3.0,3.0,-1.0,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,4.0,0.0,2.0,摩羯座,虎,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.96,4.96,4.0,0.0,0.0,0.0,台州市,0.0839,0.0,3.0,1.25,嘉兴市,0.0,1.0,1.0,0.0,-9999.0,3.0,-9999.0,-9999.0,0.03292723081988805,treatment4,0
9,9,349.0,0.0,102005.0,62.0,0.0,1.0,46.0,0.0,0.0,4.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,4.0,1.0,5.0,10.0,9.0,-99999.0,3.0,9.0,9.0,-1.0,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,32.54,9.0,0.0,水瓶座,兔,4.0,6.0,1.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,22.32,22.32,4.0,0.0,0.0,0.0,未知,-9999.0,0.0,5.0,5.423333,平鲁区,0.0,1.0,1.0,0.0,4.0,2.0,-9999.0,-9999.0,0.12907474481396114,control,0
3,3,930.0,1.0,102005.0,65.0,0.0,0.0,26.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,3.0,0.0,3.0,-99999.0,3.0,3.0,3.0,-1.0,-1,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,6.0,0.0,3.0,处女座,猪,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,7.44,7.44,4.0,1.0,1.0,0.0,未知,-9999.0,0.0,1.0,1.0,康乐县,0.0,1.0,1.0,0.0,-9999.0,5.0,-9999.0,-9999.0,0.03292723081988805,treatment4,0
